blue_side,blue_synergy_score,red_synergy_score,synergy_diff,top_lane_advantage,mid_lane_advantage,bot_lane_advantage,top_elo_diff,jng_elo_diff,mid_elo_diff,bot_elo_diff,sup_elo_diff,avg_elo_diff,blue_team_avg_elo,red_team_avg_elo,blue_tanks,red_tanks,tanks_diff,blue_fighters,red_fighters,fighters_diff,blue_assassins,red_assassins,assassins_diff,blue_mages,red_mages,mages_diff,blue_marksmen,red_marksmen,marksmen_diff,blue_supports,red_supports,supports_diff,blue_engage_score,red_engage_score,engage_score_diff,blue_disengage_score,red_disengage_score,disengage_score_diff,blue_poke_score,red_poke_score,poke_score_diff,blue_teamfight_score,red_teamfight_score,teamfight_score_diff,blue_splitpush_score,red_splitpush_score,splitpush_score_diff,blue_pick_potential,red_pick_potential,pick_potential_diff,blue_early_game_score,red_early_game_score,early_game_score_diff,blue_mid_game_score,red_mid_game_score,mid_game_score_diff,blue_late_game_score,red_late_game_score,late_game_score_diff,blue_physical_damage,red_physical_damage,physical_damage_diff,blue_magic_damage,red_magic_damage,magic_damage_diff,blue_true_damage,red_true_damage,true_damage_diff,blue_cc_score,red_cc_score,cc_score_diff,blue_mobility_score,red_mobility_score,mobility_score_diff,blue_sustain_score,red_sustain_score,sustain_score_diff,blue_is_teamfight_comp,red_is_teamfight_comp,is_teamfight_comp_diff,blue_is_poke_comp,red_is_poke_comp,is_poke_comp_diff,blue_is_pick_comp,red_is_pick_comp,is_pick_comp_diff,blue_is_split_comp,red_is_split_comp,is_split_comp_diff,historical_matchup_winrate,historical_matchup_games,blue_recent_winrate,blue_recent_games,red_recent_winrate,red_recent_games,recent_form_diff,patch_number,gameid,blue_win
1,-0.010599312695585977,0.0048188282910505385,-0.015418140986636516,0.0,0.19767441860465118,0,-54.726264523586906,-54.628504059438455,-110.34222764907554,-110.34837136051124,-112.17777869549559,-88.44462925762173,1482.7106382627876,1571.1552675204093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4444444444444444,9,0.5833333333333334,12,-0.13888888888888895,14.23,2024 LoL KeSPA Cup_Round 4_1_1,0
1,-0.02149264346987013,-0.16153846153846158,0.14004581806859145,0.050000000000000044,0.0,0,75.3028619663437,47.29140497870503,47.34433679255062,47.600757684363316,22.49708682954065,48.00728965030066,1530.7179279130883,1482.7106382627876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.6,15,0.4444444444444444,9,0.15555555555555556,14.23,2024 LoL KeSPA Cup_Round 3_2_1,1
1,0.014931644349396889,0.010434156898177616,0.004497487451219273,0.050000000000000044,-0.009803921568627472,0,104.06535322806599,-240.65896541478082,57.336071405360826,-183.90443610423813,-181.45073694196435,-88.92254276551148,1482.2327247548978,1571.1552675204093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6615384615384615,65,0.5,8,0.5833333333333334,12,-0.08333333333333337,14.23,2024 LoL KeSPA Cup_Round 3_1_1,0
1,-0.030714756258234555,0.004249630813016421,-0.03496438707125098,0.0,0.0,0,-158.7916177516529,186.03046135534237,-167.67829905443637,73.55606474372689,69.27295824646876,0.4779135078897525,1482.7106382627876,1482.2327247548978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4444444444444444,9,0.5,8,-0.05555555555555558,14.23,2024 LoL KeSPA Cup_Round 2_3_1,1
1,-0.019450508026295537,-0.04063013417973517,0.021179626153439633,0.0,0.1785714285714286,0,41.182352259240815,123.7114312938495,156.90487021448803,178.98147282324612,-70.96758924339679,85.96250746948567,1571.1552675204093,1485.1927600509237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6888888888888889,45,0.5833333333333334,12,0.4285714285714285,7,0.15476190476190488,14.23,2024 LoL KeSPA Cup_Round 2_2_1,1
1,-0.053994332082033164,-0.014593738690920855,-0.03940059339111231,0.050000000000000044,0.0,0,-139.70367728749534,143.05250971730834,-16.617763389826223,155.30697607407478,-76.99435400110201,13.008738222592001,1543.7266661356803,1530.7179279130883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,19,0.6428571428571429,14,0.6,15,0.04285714285714293,14.23,2024 LoL KeSPA Cup_Round 2_1_1,1
1,-0.02887847687044474,-0.08195637309047739,0.053077896220032644,0.0,0.0,0,-310.6599969592057,-52.99260857183344,-33.391327919301375,127.69195108164695,-95.76795302713185,-73.02398707916495,1543.7266661356803,1616.7506532148452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,13,0.6428571428571429,14,0.7777777777777778,9,-0.13492063492063489,14.23,2024 LoL KeSPA Cup_Round 1_4_1,0
1,-0.14970272441665258,0.07734427890949633,-0.2270470033261489,-0.10526315789473684,0.0,0,-75.3028619663437,-47.29140497870503,-47.34433679255062,-47.600757684363316,-22.49708682954065,-48.00728965030066,1482.7106382627876,1530.7179279130883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4444444444444444,9,0.6,15,-0.15555555555555556,14.23,2024 LoL KeSPA Cup_Round 1_3_1,0
1,0.01770164701199184,0.03444370073397138,-0.01674205372197954,-0.018518518518518545,0.0,0,-104.06535322806599,240.65896541478082,-57.336071405360826,183.90443610423813,181.45073694196435,88.92254276551148,1571.1552675204093,1482.2327247548978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3384615384615385,65,0.5833333333333334,12,0.5,8,0.08333333333333337,14.23,2024 LoL KeSPA Cup_Round 1_2_1,0
1,-0.15901908063793863,0.06494604157239003,-0.22396512221032866,0.0,-0.033333333333333326,0,-58.687430431067924,-65.59618986008104,-62.09535261468068,83.90616530917009,-316.3801139929567,-83.77058431792352,1401.4221757330001,1485.1927600509237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4772727272727273,44,0.5,6,0.4285714285714285,7,0.07142857142857151,14.23,2024 LoL KeSPA Cup_Round 1_1_1,0
1,0.15126240517676096,-0.011043539793539791,0.16230594497030074,0.11111111111111116,0.0714285714285714,0,131.0191618126114,207.02241215166282,183.85349300994812,173.9085855748574,78.21338667580835,154.8034078449773,1530.7179279130883,1375.914520068111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333,30,0.6,15,0.0,5,0.6,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_7_1,1
1,0.04357611485932574,0.0046316355861405105,0.03894447927318523,0.0,0.0,0,232.715269373708,312.41945050225786,110.68054388743826,143.84888413952604,-141.8746820833219,131.55789316392156,1616.7506532148452,1485.1927600509237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9705882352941176,34,0.7777777777777778,9,0.4285714285714285,7,0.3492063492063493,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_6_1,1
1,-0.3652173913043478,0.0026630963018421383,-0.36788048760618997,0.0,0.0,0,-83.90424021661056,-83.80647975246211,-139.5202033420992,-139.5263470535349,-141.35575438851924,-117.62260495064538,1453.532662569764,1571.1552675204093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,5,0.5833333333333334,12,-0.38333333333333336,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_5_1,0
1,0.05186590765338391,0.01648177590686071,0.035384131746523204,0.0,0.0,0,-69.2602121106138,-90.64807993854674,-89.94651365198501,-57.6747264277592,-238.86166778516008,-109.27823998281269,1375.914520068111,1485.1927600509237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,40,0.0,5,0.4285714285714285,7,-0.4285714285714285,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_4_1,0
1,-0.09277101224939227,-0.03890253890253892,-0.05386847334685335,0.0,0.0,0,-104.48083765936735,-76.46938067172869,-76.52231248557428,-76.77873337738697,-51.6750625225643,-77.18526534332432,1453.532662569764,1530.7179279130883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,5,0.6,15,-0.39999999999999997,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_3_1,0
1,-0.1295117163538216,-0.06038371132710757,-0.06912800502671404,0.0,0.30000000000000004,0,-191.53291711446718,-188.70801920840836,46.224326327049766,35.13258868372009,70.9070928399251,-45.59538569443589,1571.1552675204093,1616.7506532148452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23188405797101452,69,0.5833333333333334,12,0.7777777777777778,9,-0.19444444444444442,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_2_1,0
1,0.003127127841086658,-0.16183859050866725,0.1649657183497539,0.1470588235294118,0.30000000000000004,0,42.721887957369745,-39.90495154138739,-17.384666872388834,-39.45512576971123,212.32334363191603,31.66009748115971,1485.1927600509237,1453.532662569764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4285714285714285,7,0.2,5,0.22857142857142848,14.23,2024 LoL KeSPA Cup_Group Stage Day 4_1_1,1
1,0.05007250731674991,0.005078251895436059,0.044994255421313856,0.0,0.028301886792452824,0,221.93488155223577,-123.17593379891446,229.82242815885593,46.49913040770707,2.7952415212332653,75.57514956822365,1482.2327247548978,1406.6575751866742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,27,0.5,8,0.2,5,0.3,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_7_1,1
1,-0.05232396236703711,0.1051062811062811,-0.15743024347331822,0.0,-0.009803921568627472,0,-19.257297154429807,325.02303179050546,139.38456858281756,-46.31955607822624,78.73747888250296,95.51364520463426,1496.9358209376344,1401.4221757330001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529411764705882,17,0.6428571428571429,14,0.5,6,0.1428571428571429,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_6_1,0
1,0.059241730809236504,0.04226564008005191,0.016976090729184594,0.2222222222222222,0.0,0,7.437410070974693,19.825480335573502,-3.4264672383010293,-2.6236541374632907,-27.765636952103023,-1.3105735842639206,1482.7106382627876,1484.0212118470515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4444444444444444,9,0.4,5,0.0444444444444444,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_5_1,1
1,-0.0013231723969601944,0.0011686137143429587,-0.002491786111303153,0.050000000000000044,0.0,0,-17.99974563386104,71.82458953806417,46.513866075673604,-135.32825899786917,61.16654628636229,5.235399453674063,1406.6575751866742,1401.4221757330001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4242424242424242,33,0.2,5,0.5,6,-0.3,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_4_1,1
1,0.09547134988516544,-0.26666666666666666,0.3621380165518321,0.0,0.0,0,-158.7916177516529,186.03046135534237,-167.67829905443637,73.55606474372689,69.27295824646876,0.4779135078897525,1482.7106382627876,1482.2327247548978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4444444444444444,9,0.5,8,-0.05555555555555558,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_3_1,1
1,-0.0015027933766477769,0.18080055204543807,-0.18230334542208584,0.0,-0.009803921568627472,0,56.96340525017695,-210.16939503158687,-27.30010616442337,-122.51898212346168,39.80191289057052,-52.644633035744846,1444.2911879018895,1496.9358209376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5,0.4,5,0.6428571428571429,14,-0.24285714285714288,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_2_1,0
1,-0.02064794004265441,0.07254255488786605,-0.09319049493052046,0.1923076923076923,0.0,0,-45.14351816672183,-134.67911709449209,-108.65799518009317,15.273063846435207,-133.23474605406432,-81.28846252978747,1401.4221757330001,1482.7106382627876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,6,0.4444444444444444,9,0.05555555555555558,14.23,2024 LoL KeSPA Cup_Group Stage Day 3_1_1,1
1,0.06035796562112348,-0.02616312259169401,0.08652108821281748,0.0,0.11111111111111116,0,301.9754814843218,403.0675304408046,200.62705753942328,201.52361056728523,96.9869857018382,240.83613314673426,1616.7506532148452,1375.914520068111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5164835164835165,91,0.7777777777777778,9,0.0,5,0.7777777777777778,14.23,2024 LoL KeSPA Cup_Group Stage Day 2_8_1,1
